orf_name_id,orf_name,deg,eff,sens,trans,eigenvec_centr,closeness_centr,smallest_eigenvec,neighbor_degree
208,SMC4,11,0.05224917389515486,0.11481679122472409,0.4727272727272727,0.007688277096198123,0.45405982905982906,0.006126538286685446,83.81818181818181
209,PARVB,4,0.04633671878745152,0.9561249321247156,0.8333333333333334,0.0012792376050032007,0.3942486085343228,0.007133551331420032,57.0
210,PAWR,8,0.10206987396160387,0.2888183920986243,0.32142857142857145,0.003005154513493202,0.41913214990138065,-0.002614114615975428,49.875
211,ACTR1A,10,0.031225707836267363,0.10948465481131994,0.4666666666666667,0.008111744675297275,0.46145494028230183,0.005761051173729272,100.0
212,CAPZA2,25,0.3811489155091815,0.08365900723997541,0.14,0.007087337978787246,0.4417879417879418,0.0053799890748071864,31.28
213,DCTN2,12,0.03746699926181035,0.0853284591259664,0.42424242424242425,0.009203897757094952,0.4807692307692308,0.0027273775654855746,92.58333333333333
214,PDCD11,7,0.009802331952197598,0.1361331487742443,0.8095238095238095,0.00965735925158064,0.4427083333333333,0.0065311109361524886,140.0
215,ADAR,12,0.033181015316180666,0.11211748832009433,0.42424242424242425,0.009426990890164232,0.45405982905982906,0.006180473142696843,82.83333333333333
216,EED,101,1.558024672099021,0.11230089766540809,0.26831683168316833,0.0736951272625631,0.551948051948052,0.005292722423669862,64.38613861386139
217,HNRNPM,106,1.5980436232008508,0.1667951751478425,0.45031446540880504,0.10025583226197494,0.5644090305444888,0.005303800254055569,82.51886792452831
218,ILF3,126,2.3753991441085454,0.1590349807361699,0.39580952380952383,0.11284875781347103,0.5720053835800808,0.005581137726366243,76.30952380952381
219,ADARB1,5,0.01722890037007668,0.2324360233296875,0.3,0.003943881947310657,0.42204568023833167,0.007057493674977095,82.0
220,BRIX1,64,0.6996864310199384,0.25219069401134264,0.8209325396825397,0.07599837747284924,0.49361207897793263,0.005733193301954149,91.96875
221,PFKM,17,1.2298380739755088,0.5354057869619433,0.11029411764705882,0.003238749905412092,0.4422476586888658,0.006696329077389379,30.647058823529413
222,PKM,30,0.17771105901253426,0.05475848955092585,0.25287356321839083,0.018339646556061268,0.492468134414832,0.0057393550536491015,64.13333333333334
223,PRRC1,6,0.10990196960614299,0.6602135158694828,0.13333333333333333,0.003177005776986856,0.5035545023696683,-8.275353547315331e-05,88.33333333333333
224,UBTD1,2,0.015213866518808284,3.135316213826626,0.0,0.0001461188409225125,0.32642089093702,0.012066469037795145,18.0
225,VSIG2,6,0.09908840940175255,0.615762238432229,0.0,0.0005922556932128329,0.35774410774410775,0.00711609081702381,15.833333333333334
226,TRAP1,34,0.20254119530158174,0.08447450395782743,0.3422459893048128,0.0210413715815872,0.4885057471264368,0.005738029382489962,67.02941176470588
227,RANBP2,19,0.39332707698137764,0.08547258386014003,0.22807017543859648,0.008276903355884645,0.4560085836909871,0.006370915250118769,50.1578947368421
228,TGFBR2,13,0.1848206319012861,0.1413703195894595,0.11538461538461539,0.004914938733604212,0.4390495867768595,0.005950077629057041,41.84615384615385
229,PLOD1,3,0.027426005125231925,0.7883710102787841,0.6666666666666666,0.0035769178288002973,0.4183070866141732,0.009543872192361642,140.33333333333334
230,ZC3H18,21,0.11658012170254493,0.12162106138205486,0.36666666666666664,0.011239164514144686,0.46346782988004365,0.005898902824947981,63.23809523809524
